TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
827.14,Debit,Branch,36.0,Engineer,265.0,4.0,9800.21,1
61.970000000000006,Debit,ATM,74.0,Retired,95.0,1.0,7014.69,1
27.21,Debit,ATM,79.0,Retired,102.0,1.0,3520.61,1
173.74,Debit,Online,80.0,Retired,64.0,1.0,4913.42,1
176.11,Debit,Branch,38.0,Engineer,105.0,1.0,9155.35,1
88.4,Debit,Online,46.0,Engineer,174.0,1.0,2567.53,0
567.92,Debit,Online,53.0,Retired,14.0,1.0,3779.4699999999993,1
138.11,Credit,Online,68.0,Retired,104.0,1.0,4177.65,1
456.93,Credit,Branch,28.0,Engineer,193.0,1.0,7284.76,0
101.42,Debit,Online,66.0,Retired,146.0,1.0,6530.59,1
300.61,Debit,Online,44.0,Doctor,51.00000000000001,1.0,7895.540000000001,1
265.94,Debit,Online,54.0,Engineer,132.0,1.0,6781.3,1
345.54,Debit,Online,29.0,Engineer,50.00000000000001,1.0,2091.78,0
411.52,Debit,ATM,41.0,Doctor,88.0,1.0,11108.39,1
111.21,Debit,Branch,35.0,Doctor,111.0,1.0,9088.36,1
316.37,Debit,ATM,53.0,Engineer,86.0,1.0,4671.69,1
260.63,Debit,Branch,37.0,Engineer,142.0,1.0,7534.7300000000005,1
92.36,Debit,ATM,29.0,Engineer,144.0,1.0,6353.14,0
262.06,Debit,Branch,63.0,Doctor,118.0,1.0,13587.52,1
64.5,Debit,ATM,74.0,Retired,230.0,1.0,1351.24,1
253.55,Debit,ATM,28.0,Engineer,85.0,5.0,2797.26,0
408.28,Credit,Branch,21.0,Student,125.0,3.0,1222.77,0
175.94,Debit,ATM,57.0,Retired,89.0,1.0,3728.0400000000004,1
199.47,Debit,Online,57.0,Doctor,142.0,1.0,6067.44,1
51.07,Debit,Branch,63.0,Retired,133.0,1.0,4292.16,1
435.86,Debit,ATM,56.0,Retired,134.0,1.0,3801.8200000000006,1
74.73,Credit,Branch,64.0,Retired,162.0,1.0,6353.22,1
182.79,Credit,Online,23.0,Student,14.0,1.0,1251.85,0
628.36,Debit,Online,44.0,Doctor,107.99999999999999,1.0,11869.71,1
268.39,Debit,Online,29.0,Doctor,177.0,1.0,9409.43,1
362.27,Debit,ATM,80.0,Retired,47.0,1.0,6003.59,1
560.15,Credit,Online,50.0,Engineer,91.99999999999999,1.0,817.83,0
351.99,Debit,ATM,80.0,Retired,45.0,2.0,3663.64,1
132.36,Debit,Branch,28.0,Student,160.0,1.0,319.65,0
24.77,Credit,Online,40.0,Engineer,17.0,1.0,478.23,0
668.67,Debit,Online,44.0,Doctor,143.0,4.0,13446.81,1
80.24,Credit,Branch,53.0,Doctor,58.00000000000001,1.0,8012.810000000001,1
8.65,Debit,ATM,68.0,Retired,198.0,1.0,4201.22,1
178.91,Debit,ATM,18.0,Student,18.999999999999996,1.0,8870.89,0
115.22,Debit,Branch,27.0,Engineer,107.99999999999999,1.0,906.1999999999999,0
161.63,Debit,Online,46.0,Doctor,276.0,1.0,9286.37,1
542.75,Credit,Branch,70.0,Retired,63.0,1.0,2224.08,1
317.47,Credit,Online,67.0,Doctor,16.0,1.0,14639.28,1
280.99,Debit,Branch,45.0,Engineer,29.000000000000004,1.0,9733.59,1
24.19,Debit,ATM,29.0,Engineer,28.0,1.0,2756.2,0
586.85,Debit,ATM,36.0,Doctor,86.0,1.0,6655.15,0
372.41,Debit,ATM,55.0,Retired,143.0,1.0,3233.87,1
63.17,Debit,ATM,20.0,Student,148.0,1.0,1676.57,0
383.69,Debit,Online,54.0,Engineer,285.0,1.0,8371.11,1
247.16999999999996,Credit,Branch,65.0,Retired,149.0,1.0,2611.64,1
48.78,Credit,Branch,18.0,Student,136.0,1.0,552.06,0
4.15,Credit,Branch,60.0,Retired,119.0,1.0,6017.36,1
60.989999999999995,Debit,Branch,34.0,Engineer,58.00000000000001,1.0,7281.46,0
408.19,Debit,Branch,26.0,Engineer,241.0,1.0,6847.47,0
524.6,Debit,Branch,58.0,Doctor,75.99999999999999,1.0,13017.7,1
108.96,Debit,ATM,26.0,Student,247.0,1.0,7597.660000000001,0
70.03,Debit,Branch,63.0,Retired,49.0,1.0,7330.31,1
124.84,Debit,Online,52.0,Retired,79.0,1.0,6711.78,1
324.04,Debit,ATM,54.0,Retired,30.0,1.0,2248.06,1
39.69,Debit,Online,70.0,Retired,163.0,1.0,3524.68,1
157.7,Credit,Branch,58.0,Engineer,45.99999999999999,1.0,8332.58,1
81.27,Credit,Online,22.0,Student,68.00000000000001,1.0,1814.48,0
193.82,Debit,Branch,37.0,Engineer,176.0,1.0,3886.7699999999995,0
16.73,Debit,Online,79.0,Retired,165.0,1.0,7591.129999999999,1
474.05,Debit,ATM,57.0,Retired,214.0,1.0,1484.31,1
39.21,Debit,ATM,66.0,Doctor,245.0,4.0,9385.57,1
637.75,Debit,Branch,79.0,Retired,151.99999999999997,1.0,4202.92,1
153.59,Credit,Branch,66.0,Retired,174.0,1.0,4813.12,1
186.6,Debit,Branch,18.0,Student,139.0,1.0,9716.68,0
644.08,Debit,Online,24.0,Student,55.0,1.0,1980.62,0
226.66,Debit,Branch,41.0,Doctor,168.00000000000003,1.0,10216.25,1
305.0,Debit,ATM,22.0,Student,222.0,1.0,944.83,0
233.1,Credit,Branch,42.0,Doctor,37.0,1.0,7469.2,1
793.13,Debit,Online,68.0,Doctor,75.99999999999999,1.0,13389.16,1
224.19,Debit,ATM,52.0,Doctor,93.0,1.0,8475.47,1
214.83,Credit,ATM,23.0,Student,63.0,1.0,991.6899999999999,0
163.46,Credit,Branch,63.0,Retired,111.0,1.0,6953.8,1
194.99,Debit,Branch,34.0,Engineer,91.0,1.0,1370.03,0
23.4,Debit,ATM,46.0,Doctor,175.0,4.0,14851.28,1
227.5,Debit,Online,34.0,Doctor,277.0,1.0,11505.35,1
259.9,Debit,Online,26.0,Student,100.00000000000001,1.0,914.2799999999999,0
59.51,Credit,Online,36.0,Doctor,55.0,1.0,9955.88,1
50.63,Debit,Online,64.0,Retired,143.0,1.0,4732.81,1
1074.95,Debit,Branch,20.0,Student,91.0,1.0,530.86,0
112.94,Credit,Online,73.0,Retired,30.999999999999996,1.0,3807.8399999999997,1
11.81,Debit,ATM,21.0,Student,131.0,1.0,320.25,0
329.14,Debit,Branch,55.0,Doctor,14.0,1.0,12033.92,1
154.24,Debit,ATM,61.0,Retired,82.0,1.0,6109.55,1
233.44,Debit,Online,20.0,Student,297.0,1.0,1691.88,0
141.8,Debit,ATM,18.0,Student,116.00000000000001,1.0,1697.67,0
209.03,Debit,Branch,55.0,Engineer,126.0,1.0,8359.5,1
1137.63,Debit,ATM,26.0,Student,144.0,1.0,1629.12,0
261.14,Debit,ATM,42.0,Engineer,162.0,1.0,6100.08,1
101.81,Debit,ATM,45.0,Doctor,105.0,1.0,13872.03,1
98.71,Debit,ATM,32.0,Doctor,117.0,1.0,10095.23,1
87.38,Debit,Branch,21.0,Student,252.0,1.0,1504.99,0
83.39,Debit,Branch,32.0,Doctor,158.0,1.0,13182.11,1
267.55,Debit,Online,46.0,Engineer,40.0,1.0,4330.04,1
870.05,Debit,ATM,29.0,Doctor,39.0,1.0,905.2499999999999,0
154.32,Credit,ATM,38.0,Engineer,269.0,1.0,6972.5,1
164.51,Debit,Branch,78.0,Retired,110.0,1.0,3553.69,1
758.12,Debit,ATM,69.0,Retired,90.0,1.0,6164.65,1
103.76,Debit,Online,28.0,Engineer,188.0,1.0,9626.14,1
583.92,Debit,Online,55.0,Engineer,139.0,1.0,6364.14,1
204.06,Debit,Online,77.0,Retired,159.0,1.0,4351.83,1
53.51,Debit,Online,56.0,Retired,165.0,1.0,5773.5,1
1108.46,Debit,Branch,30.0,Engineer,262.0,1.0,9257.04,1
52.95,Credit,Online,68.0,Retired,14.0,1.0,6335.58,1
120.17,Debit,ATM,49.0,Doctor,105.0,1.0,5403.79,1
220.8,Debit,Online,31.0,Engineer,28.0,1.0,8135.31,0
119.01,Debit,ATM,45.0,Doctor,87.0,1.0,9798.26,1
183.32,Debit,ATM,21.0,Student,74.0,1.0,137.42,0
858.88,Debit,Online,60.0,Engineer,227.0,1.0,7015.46,1
11.46,Credit,Online,41.0,Engineer,128.0,1.0,2356.71,0
61.37,Debit,Branch,75.0,Retired,164.0,1.0,4294.44,1
103.08,Credit,Branch,49.0,Engineer,150.0,1.0,9251.38,1
1.2100000000000002,Debit,Branch,55.0,Retired,196.0,1.0,7542.739999999999,1
425.18,Credit,Online,26.0,Engineer,172.0,1.0,9880.71,0
60.96,Debit,ATM,52.0,Retired,238.0,1.0,6189.24,1
64.21,Debit,ATM,51.0,Doctor,37.0,1.0,12540.18,1
523.02,Debit,Online,53.0,Retired,83.0,1.0,4586.11,1
50.26,Debit,Branch,65.0,Retired,164.0,1.0,1519.38,1
110.08,Debit,Branch,19.0,Student,95.0,1.0,1447.26,0
54.47,Credit,Branch,23.0,Student,34.0,1.0,1131.42,0
79.76,Debit,Online,68.0,Doctor,115.0,1.0,10278.75,1
16.79,Credit,Online,30.0,Doctor,146.0,1.0,535.15,0
1531.31,Debit,Online,18.0,Student,61.99999999999999,4.0,859.8599999999999,0
68.62,Debit,Branch,29.0,Doctor,157.0,1.0,13891.47,1
157.16,Debit,Branch,20.0,Student,280.0,1.0,1545.77,0
643.38,Credit,Online,18.0,Student,105.0,1.0,1046.74,0
328.34,Credit,Online,42.0,Engineer,30.999999999999996,1.0,2840.45,0
72.68,Debit,Online,69.0,Retired,44.0,1.0,6216.77,1
354.76,Debit,Branch,51.0,Doctor,279.0,1.0,10141.92,1
793.88,Credit,ATM,22.0,Student,252.0,1.0,1404.06,0
29.22,Debit,ATM,27.0,Engineer,69.00000000000001,1.0,7795.79,0
653.97,Debit,Online,37.0,Engineer,100.00000000000001,1.0,3886.65,0
366.43,Credit,Online,21.0,Student,91.99999999999999,1.0,1560.45,0
120.86,Debit,Online,33.0,Doctor,162.0,4.0,13566.58,1
233.74,Debit,Online,72.0,Retired,142.0,1.0,4749.54,1
471.84,Debit,ATM,18.0,Student,138.0,1.0,1044.33,0
213.4,Credit,Branch,73.0,Retired,100.00000000000001,1.0,2012.24,1
254.20999999999998,Debit,ATM,48.0,Engineer,45.99999999999999,1.0,2487.2,1
577.73,Debit,ATM,37.0,Doctor,63.0,1.0,14977.99,1
170.26,Debit,ATM,27.0,Student,265.0,1.0,1969.48,0
337.73,Debit,Online,78.0,Retired,107.0,4.0,7001.2,1
330.61,Credit,Branch,64.0,Retired,113.0,1.0,2525.25,1
132.33,Credit,ATM,35.0,Engineer,47.0,1.0,7457.94,1
672.74,Credit,Branch,46.0,Engineer,118.0,1.0,5386.52,1
74.04,Debit,Online,18.0,Student,66.0,1.0,1690.23,0
197.18,Debit,Online,28.0,Engineer,135.0,1.0,3114.92,0
21.15,Debit,Branch,70.0,Retired,180.0,1.0,3466.74,1
218.37,Debit,ATM,62.0,Doctor,105.0,1.0,9942.24,1
590.01,Debit,Online,29.0,Doctor,140.0,3.0,9791.74,1
697.82,Debit,Online,44.0,Engineer,153.0,1.0,6824.0,1
302.76,Debit,ATM,38.0,Engineer,88.0,3.0,8583.39,1
148.0,Debit,Branch,20.0,Student,35.0,1.0,1488.65,0
22.26,Debit,Branch,19.0,Student,56.0,1.0,5583.88,0
0.86,Debit,ATM,25.0,Student,139.0,1.0,1357.22,0
757.1,Debit,Branch,65.0,Doctor,203.0,1.0,10553.23,1
38.81,Credit,Online,25.0,Student,145.0,1.0,1619.6,0
76.51,Credit,Online,49.0,Engineer,120.0,4.0,9475.4,1
32.46,Debit,Online,31.0,Doctor,10.0,1.0,8656.18,0
1022.7499999999999,Credit,Branch,62.0,Doctor,158.0,1.0,207.74,1
20.64,Debit,Branch,22.0,Student,59.00000000000001,1.0,949.38,0
662.11,Debit,Branch,23.0,Student,219.0,1.0,1996.38,0
288.77,Debit,ATM,55.0,Engineer,110.0,1.0,8836.51,1
35.05,Debit,Branch,30.0,Doctor,105.0,1.0,14330.47,1
214.73,Credit,ATM,46.0,Doctor,26.0,1.0,5368.42,1
25.38,Debit,Branch,57.0,Engineer,66.0,1.0,8616.05,1
617.66,Debit,ATM,41.0,Engineer,40.0,1.0,5906.58,1
446.39,Debit,ATM,63.0,Retired,77.0,1.0,7863.6,1
377.92,Debit,Branch,33.0,Engineer,204.0,1.0,2254.71,0
11.04,Debit,Online,30.0,Engineer,43.0,1.0,6983.04,0
275.46,Debit,ATM,36.0,Doctor,67.0,1.0,9697.75,1
179.76,Debit,Online,78.0,Retired,81.0,1.0,5909.52,1
32.34,Debit,Branch,44.0,Doctor,45.0,1.0,7847.619999999999,1
273.92,Debit,Branch,79.0,Retired,109.0,1.0,4543.56,1
375.45,Debit,Branch,19.0,Student,32.0,1.0,1307.23,0
388.98,Debit,ATM,23.0,Student,155.0,1.0,1819.91,0
492.84,Debit,ATM,25.0,Student,37.99999999999999,1.0,577.67,0
148.85,Debit,ATM,57.0,Doctor,25.000000000000004,1.0,7802.360000000001,1
119.95,Credit,Branch,62.0,Retired,47.0,5.0,2596.61,1
391.66,Debit,Branch,50.0,Engineer,103.0,1.0,2406.31,1
185.99,Credit,Branch,41.0,Engineer,53.00000000000001,1.0,402.45,0
322.48,Debit,ATM,27.0,Student,57.0,1.0,1238.43,0
20.27,Debit,Branch,18.0,Student,22.0,1.0,796.3499999999999,0
280.61,Debit,ATM,47.0,Engineer,129.0,3.0,7888.76,1
199.02,Debit,ATM,61.0,Retired,269.0,1.0,4658.89,1
104.23,Credit,Online,63.0,Retired,107.99999999999999,1.0,5009.29,1
353.59,Credit,Branch,52.0,Retired,109.0,5.0,1822.34,1
55.86,Debit,Online,39.0,Engineer,68.00000000000001,1.0,5346.46,0
10.77,Debit,ATM,31.0,Doctor,178.0,1.0,10704.95,1
95.55,Debit,Branch,33.0,Engineer,51.00000000000001,1.0,2434.74,0
477.07,Debit,Online,27.0,Engineer,278.0,1.0,6568.07,0
9.1,Credit,Online,52.0,Retired,63.0,1.0,2791.45,1
21.41,Debit,Online,57.0,Doctor,99.0,1.0,658.91,1
278.28,Debit,Branch,28.0,Student,26.0,1.0,1346.88,0
388.1,Credit,Online,73.0,Retired,40.0,1.0,3022.12,1
215.39,Debit,ATM,27.0,Student,215.99999999999997,1.0,1582.55,0
194.37,Debit,ATM,66.0,Doctor,161.0,1.0,14395.88,1
37.7,Debit,ATM,20.0,Student,109.0,1.0,1741.1,0
19.59,Debit,Branch,64.0,Retired,122.0,1.0,1061.69,1
81.35,Debit,Online,41.0,Engineer,103.0,1.0,7192.45,1
314.54,Credit,Branch,58.0,Engineer,228.0,1.0,9923.45,1
466.64,Debit,ATM,58.0,Doctor,11.0,1.0,10915.11,1
397.01,Debit,ATM,22.0,Student,100.00000000000001,1.0,719.52,0
472.48,Debit,Branch,55.0,Engineer,87.0,1.0,7128.82,1
67.15,Debit,Online,59.0,Doctor,14.0,1.0,9028.49,1
102.67,Debit,Branch,79.0,Retired,119.0,1.0,4656.94,1
460.09,Credit,Online,35.0,Doctor,146.0,3.0,6990.64,0
453.49,Debit,Branch,66.0,Doctor,147.0,1.0,6366.43,1
267.17,Debit,ATM,26.0,Student,170.0,1.0,1382.62,0
111.26,Debit,ATM,66.0,Doctor,43.0,1.0,14350.11,1
121.17000000000002,Debit,ATM,68.0,Doctor,158.0,1.0,12990.77,1
213.28,Debit,Branch,51.0,Retired,94.0,1.0,4835.91,1
187.88,Debit,ATM,60.0,Engineer,180.0,1.0,2154.58,1
471.88,Credit,Online,34.0,Doctor,141.0,1.0,14833.34,1
83.79,Debit,ATM,57.0,Engineer,47.0,1.0,5061.3,1
212.14,Debit,Branch,72.0,Retired,105.0,1.0,7225.06,1
99.16,Debit,Online,79.0,Retired,202.0,1.0,2607.58,1
839.33,Credit,Branch,60.0,Doctor,86.0,1.0,11538.97,1
29.91,Credit,Online,76.0,Retired,43.0,3.0,2834.84,1
4.24,Debit,Online,38.0,Engineer,37.99999999999999,1.0,7822.729999999999,1
50.29,Credit,Online,58.0,Doctor,64.0,1.0,7604.9,1
135.85,Debit,Online,57.0,Retired,269.0,1.0,1480.39,1
368.53,Debit,Branch,68.0,Doctor,34.0,1.0,13696.31,1
17.95,Credit,Branch,64.0,Doctor,135.0,1.0,12344.9,1
127.8,Credit,Branch,31.0,Engineer,47.0,1.0,8630.99,0
16.73,Debit,Online,45.0,Engineer,48.0,1.0,2202.62,0
317.12,Debit,Branch,44.0,Doctor,80.0,1.0,14409.74,1
476.63,Debit,ATM,79.0,Retired,115.0,1.0,4894.25,1
156.58,Debit,Branch,24.0,Student,160.0,1.0,8981.61,0
55.12,Credit,Online,34.0,Engineer,261.0,1.0,3791.99,0
15.74,Debit,Branch,27.0,Student,37.99999999999999,1.0,690.16,0
353.68,Debit,Online,70.0,Retired,145.0,1.0,6777.12,1
297.15,Debit,Online,76.0,Retired,178.0,1.0,5449.37,1
647.85,Debit,Branch,36.0,Doctor,121.0,1.0,13779.97,1
75.04,Debit,ATM,49.0,Engineer,178.0,1.0,9648.6,1
273.92,Debit,Online,28.0,Student,35.0,1.0,1029.15,0
215.8,Credit,Branch,51.0,Retired,66.0,1.0,3656.62,1
963.77,Debit,ATM,41.0,Engineer,247.99999999999997,1.0,6710.51,1
420.6,Debit,Branch,26.0,Student,55.0,1.0,1778.75,0
688.36,Credit,Branch,23.0,Student,22.0,1.0,5191.13,0
285.18,Credit,Branch,55.0,Doctor,150.0,1.0,14847.97,1
213.55,Debit,ATM,63.0,Doctor,15.0,1.0,5238.37,1
463.11,Credit,Branch,51.0,Doctor,159.0,1.0,10238.82,1
150.03,Debit,ATM,73.0,Retired,176.0,1.0,7491.42,1
428.61,Debit,Branch,51.0,Retired,131.0,1.0,2116.36,1
309.56,Debit,Online,58.0,Doctor,147.0,1.0,972.04,1
377.08,Credit,Branch,26.0,Student,71.0,1.0,6430.86,0
77.25,Debit,Branch,68.0,Doctor,157.0,1.0,14077.97,1
146.92,Debit,ATM,64.0,Retired,272.0,1.0,3990.6,1
126.6,Debit,Branch,22.0,Student,146.0,1.0,961.6499999999999,0
101.34,Debit,ATM,24.0,Student,45.99999999999999,1.0,703.2599999999999,0
184.97,Debit,Branch,58.0,Doctor,268.0,1.0,1156.67,1
451.15,Debit,ATM,46.0,Engineer,175.0,1.0,1356.47,0
516.47,Credit,ATM,25.0,Student,94.0,1.0,1305.06,0
880.04,Debit,ATM,25.0,Student,29.000000000000004,1.0,261.97,0
353.69,Debit,Online,59.0,Engineer,163.0,1.0,9500.79,1
66.69,Credit,Branch,25.0,Student,140.0,1.0,1210.33,0
95.75,Debit,Branch,31.0,Engineer,169.0,1.0,337.62,0
43.91,Debit,Online,27.0,Student,86.0,1.0,1806.68,0
98.03,Debit,Branch,54.0,Engineer,165.0,1.0,6323.45,1
617.66,Debit,ATM,42.0,Engineer,128.0,1.0,7155.95,1
888.57,Debit,Online,62.0,Retired,102.0,1.0,7896.14,1
107.48,Debit,Branch,22.0,Student,129.0,1.0,591.2299999999999,0
36.57,Debit,ATM,62.0,Retired,69.00000000000001,1.0,2583.07,1
575.62,Debit,Online,43.0,Doctor,129.0,1.0,234.40999999999997,0
84.89,Debit,ATM,37.0,Engineer,70.0,1.0,4735.61,0
832.3,Credit,Branch,69.0,Retired,86.0,1.0,6617.52,1
180.65,Debit,Branch,22.0,Student,37.99999999999999,5.0,816.0099999999999,0
7.759999999999999,Credit,Online,52.0,Retired,84.00000000000001,1.0,7393.11,1
109.3,Debit,Branch,56.0,Doctor,26.999999999999996,1.0,13510.11,1
230.08,Debit,Online,79.0,Retired,123.99999999999999,1.0,4466.1,1
361.92,Debit,ATM,54.0,Retired,111.0,1.0,7474.31,1
71.29,Debit,ATM,68.0,Retired,55.0,2.0,7225.63,1
122.44999999999999,Debit,Branch,46.0,Doctor,98.0,1.0,7255.49,1
642.53,Debit,ATM,65.0,Doctor,128.0,1.0,11417.91,1
62.86000000000001,Debit,Branch,25.0,Student,30.999999999999996,1.0,1040.43,0
175.21,Credit,ATM,69.0,Doctor,69.00000000000001,1.0,6039.04,1
168.0,Credit,Branch,32.0,Engineer,11.0,1.0,3498.58,0
11.46,Debit,Online,67.0,Retired,73.0,1.0,6628.75,1
382.07,Credit,Branch,62.0,Doctor,147.0,1.0,10156.09,1
13.48,Debit,Online,18.0,Student,20.0,3.0,521.88,0
65.32,Debit,ATM,28.0,Student,53.99999999999999,1.0,9165.02,0
83.07,Debit,Branch,27.0,Engineer,291.0,4.0,6704.76,0
730.1,Credit,Branch,77.0,Retired,93.0,1.0,6384.05,1
85.31,Debit,ATM,62.0,Retired,26.999999999999996,1.0,6095.65,1
726.61,Debit,ATM,18.0,Student,277.0,1.0,1008.76,0
130.4,Debit,Branch,45.0,Engineer,63.0,1.0,4381.24,1
68.1,Debit,ATM,20.0,Student,47.0,1.0,1382.8,0
65.26,Debit,Branch,26.0,Student,72.0,1.0,7380.63,0
191.62,Debit,Branch,63.0,Doctor,51.00000000000001,1.0,1981.6700000000003,1
212.88,Debit,Online,39.0,Doctor,122.0,1.0,7036.72,1
88.38,Debit,ATM,30.0,Engineer,138.0,1.0,3707.82,0
48.77,Credit,Online,42.0,Engineer,51.00000000000001,1.0,2040.1600000000003,0
289.1,Debit,ATM,27.0,Student,206.0,1.0,267.53,0
390.09,Debit,Online,26.0,Engineer,49.0,1.0,2617.23,0
48.29,Debit,Online,37.0,Engineer,242.0,1.0,8883.4,1
333.83,Debit,ATM,63.0,Retired,135.0,1.0,1660.66,1
1074.29,Debit,Branch,67.0,Retired,79.0,1.0,2011.6,1
100.27,Debit,Online,79.0,Retired,51.00000000000001,1.0,4309.9,1
44.54,Debit,ATM,31.0,Engineer,164.0,1.0,362.4,0
1156.18,Credit,Online,52.0,Doctor,40.0,1.0,836.69,0
82.17,Debit,Branch,28.0,Student,21.000000000000004,1.0,1913.06,0
1045.45,Debit,Online,19.0,Student,150.0,1.0,563.46,0
447.42,Debit,Online,32.0,Engineer,65.0,1.0,6133.22,0
590.26,Credit,Branch,25.0,Student,48.0,1.0,1068.28,0
192.73,Debit,Branch,71.0,Retired,157.0,1.0,2037.7499999999998,1
146.01,Debit,Online,26.0,Student,269.0,1.0,221.79,0
136.05,Debit,Online,24.0,Student,63.0,3.0,1127.54,0
11.57,Credit,Branch,56.0,Retired,64.0,1.0,2061.61,1
102.34,Debit,Online,51.0,Doctor,78.0,1.0,9326.28,1
7.820000000000001,Debit,ATM,36.0,Engineer,273.0,1.0,2240.49,0
79.43,Debit,ATM,74.0,Retired,72.0,1.0,6579.37,1
386.97,Debit,Branch,58.0,Retired,137.0,1.0,1876.35,1
51.22,Debit,Branch,23.0,Student,82.0,1.0,1664.59,0
256.05,Debit,ATM,54.0,Retired,35.0,1.0,6910.18,1
7.79,Debit,Branch,34.0,Doctor,298.0,1.0,1319.85,0
233.71,Debit,Branch,63.0,Doctor,11.0,1.0,6095.5,1
176.37,Debit,Branch,55.0,Retired,126.0,1.0,2420.86,1
122.62999999999998,Debit,Branch,21.0,Student,153.0,1.0,359.06,0
86.41,Debit,ATM,75.0,Retired,125.0,1.0,3128.71,1
21.57,Debit,ATM,54.0,Retired,71.0,1.0,7587.48,1
82.67,Debit,Branch,26.0,Student,45.99999999999999,1.0,290.59,0
451.35,Credit,Branch,47.0,Engineer,223.0,1.0,7707.959999999999,1
299.42,Credit,Branch,63.0,Retired,53.00000000000001,1.0,4735.41,1
543.47,Debit,ATM,18.0,Student,122.0,1.0,6165.03,0
346.76,Credit,Branch,21.0,Student,116.00000000000001,1.0,1637.75,0
47.48,Debit,Branch,24.0,Student,66.0,1.0,585.5199999999999,0
64.92,Debit,Branch,58.0,Engineer,236.0,1.0,5481.76,1
350.72,Credit,ATM,28.0,Student,48.0,1.0,1982.8999999999999,0
3.8000000000000003,Debit,Online,65.0,Doctor,174.0,1.0,5766.96,1
22.54,Debit,Online,26.0,Engineer,42.00000000000001,1.0,7139.11,0
767.14,Credit,Branch,62.0,Retired,37.99999999999999,1.0,4732.57,1
167.47,Debit,ATM,35.0,Engineer,103.0,1.0,2293.13,0
43.65,Credit,Branch,30.0,Engineer,212.0,1.0,2870.67,0
391.08,Debit,Online,56.0,Retired,105.0,1.0,6885.16,1
390.77,Debit,Online,44.0,Doctor,34.0,1.0,5500.56,1
508.15999999999997,Debit,ATM,39.0,Engineer,131.0,1.0,5609.44,0
36.76,Credit,Online,65.0,Retired,107.99999999999999,1.0,1228.93,1
332.33,Debit,ATM,27.0,Student,101.0,1.0,192.63,0
362.09,Debit,Branch,32.0,Engineer,30.999999999999996,1.0,6590.28,0
42.58,Debit,Online,30.0,Doctor,80.0,1.0,13485.0,1
122.35,Credit,Branch,53.0,Retired,188.0,1.0,6472.5,1
248.65999999999997,Debit,Online,28.0,Engineer,113.0,1.0,2571.39,0
461.25,Credit,Online,54.0,Doctor,171.0,1.0,676.0999999999999,1
61.77000000000001,Debit,Branch,56.0,Doctor,49.0,1.0,12352.2,1
268.92,Debit,Branch,29.0,Engineer,148.0,1.0,8765.38,0
303.97,Debit,Online,24.0,Student,77.0,5.0,1590.88,0
219.02,Credit,Online,54.0,Engineer,68.00000000000001,1.0,7375.73,1
125.14,Debit,Branch,20.0,Student,30.999999999999996,1.0,1845.18,0
47.6,Debit,Online,53.0,Engineer,115.0,1.0,1382.51,1
592.82,Debit,Online,74.0,Retired,247.99999999999997,1.0,7508.98,1
372.5,Debit,ATM,22.0,Student,211.0,1.0,3901.82,0
4.72,Debit,Branch,32.0,Engineer,20.0,1.0,4792.01,0
144.93,Debit,Branch,42.0,Engineer,74.0,1.0,6887.52,1
316.56,Debit,Online,28.0,Engineer,261.0,1.0,8643.51,0
9.18,Debit,Online,22.0,Student,140.0,1.0,887.3199999999999,0
421.25,Debit,Online,25.0,Student,66.0,1.0,7174.69,0
185.71,Debit,Branch,48.0,Engineer,194.0,1.0,2679.91,1
1432.02,Debit,Branch,60.0,Retired,138.0,1.0,4315.07,1
26.27,Credit,Online,45.0,Engineer,177.0,1.0,8853.93,1
297.03,Debit,Online,61.0,Retired,151.0,1.0,1088.62,1
341.67,Debit,Branch,53.0,Retired,96.0,5.0,1442.29,1
99.52,Debit,ATM,52.0,Engineer,127.0,1.0,3798.0900000000006,1
881.1,Debit,Branch,28.0,Student,16.0,1.0,9951.68,0
139.69,Debit,Online,52.0,Engineer,180.0,1.0,9567.94,1
42.72,Debit,ATM,37.0,Engineer,143.0,1.0,2669.66,0
112.72,Debit,Branch,31.0,Doctor,17.0,1.0,9630.0,1
568.88,Debit,Branch,19.0,Student,105.0,1.0,1307.86,0
189.03,Debit,ATM,28.0,Student,50.00000000000001,1.0,1916.46,0
199.8,Debit,ATM,20.0,Student,163.0,1.0,167.28,0
189.08,Debit,Branch,68.0,Doctor,238.0,1.0,10790.8,1
958.9,Debit,Branch,31.0,Engineer,135.0,1.0,9977.49,1
409.59,Debit,Online,35.0,Doctor,50.00000000000001,1.0,14563.02,1
349.34,Credit,ATM,28.0,Student,245.0,1.0,614.1399999999999,0
283.15,Debit,Online,24.0,Student,180.0,1.0,603.79,0
151.82,Debit,ATM,51.0,Retired,105.0,1.0,2197.12,1
438.59,Debit,Online,37.0,Engineer,103.0,1.0,8994.39,1
590.57,Debit,ATM,79.0,Retired,93.0,1.0,3224.6,1
63.74,Debit,Online,63.0,Retired,30.999999999999996,1.0,4336.4,1
77.02,Credit,Online,59.0,Doctor,132.0,1.0,800.8299999999999,1
501.15,Debit,Branch,47.0,Engineer,208.0,1.0,8821.84,1
917.81,Debit,ATM,64.0,Retired,75.0,2.0,3173.17,1
8.95,Debit,Online,76.0,Retired,102.0,1.0,3299.84,1
